code,group_en,date,cpi_index,reported_pct_change,pct_change,pct_change_lag_1,pct_change_lag_2,pct_change_lag_3,pct_change_rolling_mean_3,pct_change_rolling_std_3,pct_change_rolling_mean_6,pct_change_rolling_std_6,month,year,month_sin,month_cos
01,Food and Non-Alcoholic Beverages,2025-06-01,1388.375713,91.13649179,91.13649179,48.53550618,60.38889677,42.97477065,50.63305786,8.894534243,9.552146118,46.83662632,6,2025,1.224646799e-16,-1
02,"Alcholoic Beverages, Tobacco and Narcotics",2025-06-01,2534.247844,-65.95014339,-65.95014339,96.131111,143.2605696,77.78101061,105.7242304,33.77742022,34.681631,87.35303269,6,2025,1.224646799e-16,-1
03,Clothing and Footwear,2025-06-01,171.2584864,0,0,0.1495926846,0.09368695993,-0.1146437264,0.04287863937,0.1392527713,-3.170289905,4.455315661,6,2025,1.224646799e-16,-1
04,"Housing, Water, Electricity, Gas and Other Fuels",2025-06-01,1099.83318,-0.4720682098,-0.4720682098,8.536733283,110.823997,207.4899283,108.9502195,99.4898323,45.37920983,95.42898344,6,2025,1.224646799e-16,-1
05,"Furnishings, Household Equipment and Routine Houshold Maintenance",2025-06-01,165.6756047,0,0,-0.7962139351,36.45339319,4.062145293,13.23977485,20.2498141,2.457032432,17.65161751,6,2025,1.224646799e-16,-1
06,Health,2025-06-01,183.8819233,0,0,0,0,0,0,0,0,0,6,2025,1.224646799e-16,-1
07,Transport,2025-06-01,565.9123593,41.07879566,41.07879566,-20.81133217,54.1137936,-16.84801965,5.484813926,42.16052905,2.223012487,29.28694814,6,2025,1.224646799e-16,-1
08,Information and Communication,2025-06-01,100.2155213,0.4349320315,0.4349320315,0,0,0,0,0,-0.2972136201,0.728021714,6,2025,1.224646799e-16,-1
09,"Recreation, Sport, Culture, Gardens and Pets",2025-06-01,132.2039984,0,0,0,0,0,0,0,0.3739264333,0.9159289629,6,2025,1.224646799e-16,-1
10,Education Services,2025-06-01,102.3959499,0,0,0,0,0,0,0,0,0,6,2025,1.224646799e-16,-1
11,Resturants and Accomodation Services,2025-06-01,104.7599256,0,0,0,0,0,0,0,0,2.059840348e-08,6,2025,1.224646799e-16,-1
12,Insurance and Financial Services,2025-06-01,100.3545497,-0.3182850236,-0.3182850236,-0.550186821,0.2019427172,0.3366684021,-0.003858567234,0.4779055065,-0.10694396,0.337381536,6,2025,1.224646799e-16,-1
13,"Personal Care, Social Protection and Miscellaneous Goods and Services",2025-06-01,180.2156193,6.713476785,6.713476785,7.050209979,25.56268603,-2.423687254,10.06306959,14.23436913,2.456381409,12.27787745,6,2025,1.224646799e-16,-1
01,Food and Non-Alcoholic Beverages,2025-07-01,1468.467915,5.768769994,5.768769994,91.13649179,48.53550618,60.38889677,66.68696491,21.98772932,26.44942908,55.71217086,7,2025,-0.5,-0.8660254038
02,"Alcholoic Beverages, Tobacco and Narcotics",2025-07-01,2863.0527,12.97445539,12.97445539,-65.95014339,96.131111,143.2605696,57.81384574,109.742609,19.78268344,96.76915742,7,2025,-0.5,-0.8660254038
03,Clothing and Footwear,2025-07-01,171.2584864,0,0,0,0.1495926846,0.09368695993,0.08109321484,0.07558733116,-1.304145713,2.189933844,7,2025,-0.5,-0.8660254038
04,"Housing, Water, Electricity, Gas and Other Fuels",2025-07-01,1101.790563,0.1779708939,0.1779708939,-0.4720682098,8.536733283,110.823997,39.62955401,61.82051566,45.67029041,95.25727147,7,2025,-0.5,-0.8660254038
05,"Furnishings, Household Equipment and Routine Houshold Maintenance",2025-07-01,162.1849628,-2.106913641,-2.106913641,0,-0.7962139351,36.45339319,11.88572642,21.27994777,2.986397936,17.49583045,7,2025,-0.5,-0.8660254038
06,Health,2025-07-01,183.8819233,0,0,0,0,0,0,0,0,0,7,2025,-0.5,-0.8660254038
07,Transport,2025-07-01,629.2003041,11.18334735,11.18334735,41.07879566,-20.81133217,54.1137936,24.79375236,40.02930919,9.634697647,32.97659596,7,2025,-0.5,-0.8660254038
08,Information and Communication,2025-07-01,100.2155213,0,0,0.4349320315,0,0,0.1449773438,0.2511081255,0.07248867193,0.1775602583,7,2025,-0.5,-0.8660254038
09,"Recreation, Sport, Culture, Gardens and Pets",2025-07-01,132.2039984,0,0,0,0,0,0,0,0,0,7,2025,-0.5,-0.8660254038
10,Education Services,2025-07-01,102.3959499,0,0,0,0,0,0,0,0,0,7,2025,-0.5,-0.8660254038
11,Resturants and Accomodation Services,2025-07-01,104.7599256,0,0,0,0,0,0,0,0,2.059840348e-08,7,2025,-0.5,-0.8660254038
12,Insurance and Financial Services,2025-07-01,99.73797201,-0.6143993117,-0.6143993117,-0.3182850236,-0.550186821,0.2019427172,-0.2221763758,0.3851653732,-0.1051997703,0.3360298514,7,2025,-0.5,-0.8660254038
13,"Personal Care, Social Protection and Miscellaneous Goods and Services",2025-07-01,206.241687,14.44162706,14.44162706,6.713476785,7.050209979,25.56268603,13.10879093,10.78670361,4.296783548,11.87847819,7,2025,-0.5,-0.8660254038
01,Food and Non-Alcoholic Beverages,2025-08-01,975.4180684,-33.57579974,-33.57579974,5.768769994,91.13649179,48.53550618,48.48025599,42.68388772,34.70048338,46.07000617,8,2025,-0.8660254038,-0.5
02,"Alcholoic Beverages, Tobacco and Narcotics",2025-08-01,2439.196646,-14.80433993,-14.80433993,12.97445539,-65.95014339,96.131111,14.385141,81.04983517,34.75184673,85.07314702,8,2025,-0.8660254038,-0.5
03,Clothing and Footwear,2025-08-01,171.2584864,0,0,0,0,0.1495926846,0.0498642282,0.08636737672,-0.828078144,2.093346368,8,2025,-0.8660254038,-0.5
04,"Housing, Water, Electricity, Gas and Other Fuels",2025-08-01,1104.533636,0.2489650617,0.2489650617,0.1779708939,-0.4720682098,8.536733283,2.747545322,5.024107945,46.14255605,94.97637376,8,2025,-0.8660254038,-0.5
05,"Furnishings, Household Equipment and Routine Houshold Maintenance",2025-08-01,155.1535428,-4.335432736,-4.335432736,-2.106913641,0,-0.7962139351,-0.9677091922,1.063874636,4.376845227,16.51869369,8,2025,-0.8660254038,-0.5
06,Health,2025-08-01,183.8819233,0,0,0,0,0,0,0,0,0,8,2025,-0.8660254038,-0.5
07,Transport,2025-08-01,755.2308619,20.03027605,20.03027605,11.18334735,41.07879566,-20.81133217,10.48360361,30.95099694,14.50669342,30.10280115,8,2025,-0.8660254038,-0.5
08,Information and Communication,2025-08-01,100.2155213,0,0,0,0.4349320315,0,0.1449773438,0.2511081255,0.07248867193,0.1775602583,8,2025,-0.8660254038,-0.5
09,"Recreation, Sport, Culture, Gardens and Pets",2025-08-01,132.2039984,0,0,0,0,0,0,0,0,0,8,2025,-0.8660254038,-0.5
10,Education Services,2025-08-01,102.3959499,0,0,0,0,0,0,0,0,0,8,2025,-0.8660254038,-0.5
11,Resturants and Accomodation Services,2025-08-01,104.7599256,0,0,0,0,0,0,0,0,2.059840348e-08,8,2025,-0.8660254038,-0.5
12,Insurance and Financial Services,2025-08-01,99.41872128,-0.320089447,-0.320089447,-0.6143993117,-0.3182850236,-0.550186821,-0.4942903854,0.155769787,-0.2020111646,0.390510789,8,2025,-0.8660254038,-0.5
13,"Personal Care, Social Protection and Miscellaneous Goods and Services",2025-08-01,220.2217656,6.778493139,6.778493139,14.44162706,6.713476785,7.050209979,9.401771275,4.367889315,7.696659297,11.25967314,8,2025,-0.8660254038,-0.5
01,Food and Non-Alcoholic Beverages,2025-09-01,823.8750273,-15.53621426,-15.53621426,-33.57579974,5.768769994,91.13649179,21.10982068,63.75578242,35.87143927,43.80697973,9,2025,-1,-1.836970199e-16
02,"Alcholoic Beverages, Tobacco and Narcotics",2025-09-01,855.256284,-64.93696868,-64.93696868,-14.80433993,12.97445539,-65.95014339,-22.59334264,40.03466617,41.56544388,77.69874716,9,2025,-1,-1.836970199e-16
03,Clothing and Footwear,2025-09-01,171.2584864,0,0,0,0,0,0,9.634150243e-08,0.02143931969,0.09114881807,9,2025,-1,-1.836970199e-16
04,"Housing, Water, Electricity, Gas and Other Fuels",2025-09-01,1405.67715,27.26431351,27.26431351,0.2489650617,0.1779708939,-0.4720682098,-0.01504408474,0.3973831038,54.46758771,86.7259042,9,2025,-1,-1.836970199e-16
05,"Furnishings, Household Equipment and Routine Houshold Maintenance",2025-09-01,186.6486984,20.29934675,20.29934675,-4.335432736,-2.106913641,0,-2.147448793,2.168000594,5.546163029,15.39259804,9,2025,-1,-1.836970199e-16
06,Health,2025-09-01,183.8819233,0,0,0,0,0,0,0,0,0,9,2025,-1,-1.836970199e-16
07,Transport,2025-09-01,706.3407363,-6.473533872,-6.473533872,20.03027605,11.18334735,41.07879566,24.09747302,15.35711646,14.79114347,30.15410118,9,2025,-1,-1.836970199e-16
08,Information and Communication,2025-09-01,100.4240071,0.2080374224,0.2080374224,0,0,0.4349320315,0.1449773438,0.2511081255,0.07248867193,0.1775602583,9,2025,-1,-1.836970199e-16
09,"Recreation, Sport, Culture, Gardens and Pets",2025-09-01,132.2039984,0,0,0,0,0,0,0,0,0,9,2025,-1,-1.836970199e-16
10,Education Services,2025-09-01,102.3959499,0,0,0,0,0,0,0,0,0,9,2025,-1,-1.836970199e-16
11,Resturants and Accomodation Services,2025-09-01,104.7599256,0,0,0,0,0,0,0,0,2.059840348e-08,9,2025,-1,-1.836970199e-16
12,Insurance and Financial Services,2025-09-01,99.5584503,0.1405459785,0.1405459785,-0.320089447,-0.6143993117,-0.3182850236,-0.4175912608,0.1704431597,-0.210724914,0.3928488769,9,2025,-1,-1.836970199e-16
13,"Personal Care, Social Protection and Miscellaneous Goods and Services",2025-09-01,178.6312004,-18.88576501,-18.88576501,6.778493139,14.44162706,6.713476785,9.311198995,4.44319996,9.68713429,9.439984589,9,2025,-1,-1.836970199e-16
01,Food and Non-Alcoholic Beverages,2025-10-01,573.8898466,-30.34260931,-30.34260931,-15.53621426,-33.57579974,5.768769994,-14.447748,19.69485621,26.11960845,48.20157189,10,2025,-0.8660254038,0.5
02,"Alcholoic Beverages, Tobacco and Narcotics",2025-10-01,428.3233077,-49.91871844,-49.91871844,-64.93696868,-14.80433993,12.97445539,-22.25561774,39.48656298,17.779114,85.8160081,10,2025,-0.8660254038,0.5
03,Clothing and Footwear,2025-10-01,158.1712425,-7.64180752,-7.64180752,0,0,0,0,9.634150243e-08,0.04054660742,0.06525496687,10,2025,-0.8660254038,0.5
04,"Housing, Water, Electricity, Gas and Other Fuels",2025-10-01,300.6601287,-78.61101116,-78.61101116,27.26431351,0.2489650617,0.1779708939,9.23041649,15.61785329,24.42998525,43.62922951,10,2025,-0.8660254038,0.5
05,"Furnishings, Household Equipment and Routine Houshold Maintenance",2025-10-01,148.7401224,-20.31012074,-20.31012074,20.29934675,-4.335432736,-2.106913641,4.619000125,13.62521659,8.252363272,16.46920384,10,2025,-0.8660254038,0.5
06,Health,2025-10-01,183.8819233,0,0,0,0,0,0,0,0,0,10,2025,-0.8660254038,0.5
07,Transport,2025-10-01,564.7416344,-20.04685482,-20.04685482,-6.473533872,20.03027605,11.18334735,8.246696509,13.49373646,16.52022444,28.21191458,10,2025,-0.8660254038,0.5
08,Information and Communication,2025-10-01,100.4240071,0,0,0.2080374224,0,0,0.06934580746,0.1201104618,0.1071615757,0.1808556449,10,2025,-0.8660254038,0.5
09,"Recreation, Sport, Culture, Gardens and Pets",2025-10-01,132.2039984,0,0,0,0,0,0,0,0,0,10,2025,-0.8660254038,0.5
10,Education Services,2025-10-01,102.3959499,0,0,0,0,0,0,0,0,0,10,2025,-0.8660254038,0.5
11,Resturants and Accomodation Services,2025-10-01,104.7599256,0,0,0,0,0,0,0,0,2.059840348e-08,10,2025,-0.8660254038,0.5
12,Insurance and Financial Services,2025-10-01,99.31197615,-0.2475672801,-0.2475672801,0.1405459785,-0.320089447,-0.6143993117,-0.2646475934,0.3805140564,-0.2434119846,0.3432178114,10,2025,-0.8660254038,0.5
13,"Personal Care, Social Protection and Miscellaneous Goods and Services",2025-10-01,134.1601034,-24.89548125,-24.89548125,-18.88576501,6.778493139,14.44162706,0.7781183955,17.45514647,6.943454663,14.62968526,10,2025,-0.8660254038,0.5
01,Food and Non-Alcoholic Beverages,2025-11-01,256.9011696,-55.23510808,-55.23510808,-30.34260931,-15.53621426,-33.57579974,-26.48487444,9.618640746,10.99769077,49.51468713,11,2025,-0.5,0.8660254038
02,"Alcholoic Beverages, Tobacco and Narcotics",2025-11-01,475.687601,11.05807049,11.05807049,-49.91871844,-64.93696868,-14.80433993,-43.22000902,25.72886798,-14.41743401,62.353237,11,2025,-0.5,0.8660254038
03,Clothing and Footwear,2025-11-01,132.9255752,-15.96097173,-15.96097173,-7.64180752,0,0,-2.547269173,4.411999629,-1.248702473,3.132540597,11,2025,-0.5,0.8660254038
04,"Housing, Water, Electricity, Gas and Other Fuels",2025-11-01,308.256018,2.526403938,2.526403938,-78.61101116,27.26431351,0.2489650617,-17.03257753,55.01258837,-7.142516103,36.57904583,11,2025,-0.5,0.8660254038
05,"Furnishings, Household Equipment and Routine Houshold Maintenance",2025-11-01,119.1960486,-19.86288119,-19.86288119,-20.31012074,20.29934675,-4.335432736,-1.448735575,20.45805411,-1.208222383,12.95897136,11,2025,-0.5,0.8660254038
06,Health,2025-11-01,183.8819233,0,0,0,0,0,0,0,0,0,11,2025,-0.5,0.8660254038
07,Transport,2025-11-01,404.6914349,-28.34042856,-28.34042856,-20.04685482,-6.473533872,20.03027605,-2.163370879,20.38325866,4.160116368,24.44095676,11,2025,-0.5,0.8660254038
08,Information and Communication,2025-11-01,100.4240071,0,0,0,0.2080374224,0,0.06934580746,0.1201104618,0.1071615757,0.1808556449,11,2025,-0.5,0.8660254038
09,"Recreation, Sport, Culture, Gardens and Pets",2025-11-01,132.2039984,0,0,0,0,0,0,0,0,0,11,2025,-0.5,0.8660254038
10,Education Services,2025-11-01,102.3959499,0,0,0,0,0,0,0,0,0,11,2025,-0.5,0.8660254038
11,Resturants and Accomodation Services,2025-11-01,104.7599256,0,0,0,0,0,0,0,0,2.059840348e-08,11,2025,-0.5,0.8660254038
12,Insurance and Financial Services,2025-11-01,99.2107556,-0.1019218001,-0.1019218001,-0.2475672801,0.1405459785,-0.320089447,-0.1423702495,0.2476813684,-0.3183303175,0.2672048827,11,2025,-0.5,0.8660254038
13,"Personal Care, Social Protection and Miscellaneous Goods and Services",2025-11-01,127.9828822,-4.604365303,-4.604365303,-24.89548125,-18.88576501,6.778493139,-12.33425104,16.82266076,-1.466239884,16.20396706,11,2025,-0.5,0.8660254038
01,Food and Non-Alcoholic Beverages,2025-12-01,202.7777565,-21.0677955,-21.0677955,-55.23510808,-30.34260931,-15.53621426,-33.70464388,20.06185435,-6.297411601,51.84880688,12,2025,-2.449293598e-16,1
02,"Alcholoic Beverages, Tobacco and Narcotics",2025-12-01,609.0559544,28.03696231,28.03696231,11.05807049,-49.91871844,-64.93696868,-34.59920554,40.24707569,-28.59627409,36.50045016,12,2025,-2.449293598e-16,1
03,Clothing and Footwear,2025-12-01,153.2033381,15.25497474,15.25497474,-15.96097173,-7.64180752,0,-7.867593084,7.982880997,-3.933796542,6.637790437,12,2025,-2.449293598e-16,1
04,"Housing, Water, Electricity, Gas and Other Fuels",2025-12-01,292.9236219,-4.973916215,-4.973916215,2.526403938,-78.61101116,27.26431351,-16.27343124,55.38475824,-8.144237661,36.14349581,12,2025,-2.449293598e-16,1
05,"Furnishings, Household Equipment and Routine Houshold Maintenance",2025-12-01,112.4105398,-5.692729687,-5.692729687,-19.86288119,-20.31012074,20.29934675,-6.624551725,23.31785234,-4.386000259,15.01273862,12,2025,-2.449293598e-16,1
06,Health,2025-12-01,183.8819233,0,0,0,0,0,0,0,0,0,12,2025,-2.449293598e-16,1
07,Transport,2025-12-01,248.9844023,-38.47549494,-38.47549494,-28.34042856,-20.04685482,-6.473533872,-18.28693908,11.03916883,2.905266969,26.11538295,12,2025,-2.449293598e-16,1
08,Information and Communication,2025-12-01,100.4240071,0,0,0,0,0.2080374224,0.06934580746,0.1201104618,0.1071615757,0.1808556449,12,2025,-2.449293598e-16,1
09,"Recreation, Sport, Culture, Gardens and Pets",2025-12-01,132.2039984,0,0,0,0,0,0,0,0,0,12,2025,-2.449293598e-16,1
10,Education Services,2025-12-01,102.3959499,0,0,0,0,0,0,0,0,0,12,2025,-2.449293598e-16,1
11,Resturants and Accomodation Services,2025-12-01,108.5796478,3.646167423,3.646167423,0,0,0,0,0,0,2.059840348e-08,12,2025,-2.449293598e-16,1
12,Insurance and Financial Services,2025-12-01,99.02168472,-0.1905749826,-0.1905749826,-0.1019218001,-0.2475672801,0.1405459785,-0.06964770056,0.1960591454,-0.2436194807,0.2516255949,12,2025,-2.449293598e-16,1
13,"Personal Care, Social Protection and Miscellaneous Goods and Services",2025-12-01,126.0877854,-1.480742342,-1.480742342,-4.604365303,-24.89548125,-18.88576501,-16.12853719,10.42276717,-3.408669097,15.66858302,12,2025,-2.449293598e-16,1
01,Food and Non-Alcoholic Beverages,2026-01-01,190.638622,-5.986423122,-5.986423122,-21.0677955,-55.23510808,-30.34260931,-35.54850429,17.66854038,-24.99812615,20.33711993,1,2026,0.5,0.8660254038
02,"Alcholoic Beverages, Tobacco and Narcotics",2026-01-01,767.6828312,26.04471324,26.04471324,28.03696231,11.05807049,-49.91871844,-3.607895211,40.99499912,-12.93175647,37.41968346,1,2026,0.5,0.8660254038
03,Clothing and Footwear,2026-01-01,172.9465998,12.88696575,12.88696575,15.25497474,-15.96097173,-7.64180752,-2.782601505,16.16532526,-1.391300752,10.33682532,1,2026,0.5,0.8660254038
04,"Housing, Water, Electricity, Gas and Other Fuels",2026-01-01,289.6994419,-1.100689656,-1.100689656,-4.973916215,2.526403938,-78.61101116,-27.01950781,44.83666038,-8.894545662,35.99881228,1,2026,0.5,0.8660254038
05,"Furnishings, Household Equipment and Routine Houshold Maintenance",2026-01-01,111.6928311,-0.6384709768,-0.6384709768,-5.692729687,-19.86288119,-20.31012074,-15.2885772,8.31325586,-5.33478854,14.85921231,1,2026,0.5,0.8660254038
06,Health,2026-01-01,183.8819233,0,0,0,0,0,0,0,0,0,1,2026,0.5,0.8660254038
07,Transport,2026-01-01,241.2572041,-3.103486878,-3.103486878,-38.47549494,-28.34042856,-20.04685482,-28.95425944,9.229641677,-10.35378147,22.84907483,1,2026,0.5,0.8660254038
08,Information and Communication,2026-01-01,100.4240071,0,0,0,0,0,0,0,0.03467290373,0.08493092204,1,2026,0.5,0.8660254038
09,"Recreation, Sport, Culture, Gardens and Pets",2026-01-01,132.2039984,0,0,0,0,0,0,0,0,0,1,2026,0.5,0.8660254038
10,Education Services,2026-01-01,102.3959499,0,0,0,0,0,0,0,0,0,1,2026,0.5,0.8660254038
11,Resturants and Accomodation Services,2026-01-01,107.6485228,-0.8575502774,-0.8575502774,3.646167423,0,0,1.215389141,2.105115743,0.6076945705,1.488541617,1,2026,0.5,0.8660254038
12,Insurance and Financial Services,2026-01-01,98.68259983,-0.3424349794,-0.3424349794,-0.1905749826,-0.1019218001,-0.2475672801,-0.1800213543,0.07339404447,-0.2223344738,0.2494384358,1,2026,0.5,0.8660254038
13,"Personal Care, Social Protection and Miscellaneous Goods and Services",2026-01-01,130.9206957,3.832972616,3.832972616,-1.480742342,-4.604365303,-24.89548125,-10.32686297,12.71309302,-4.774372285,14.95052281,1,2026,0.5,0.8660254038
01,Food and Non-Alcoholic Beverages,2026-02-01,180.2772124,-5.435105199,-5.435105199,-5.986423122,-21.0677955,-55.23510808,-27.42977557,25.23319907,-26.957325,17.08686295,2,2026,0.8660254038,0.5
02,"Alcholoic Beverages, Tobacco and Narcotics",2026-02-01,2938.497496,282.77494,282.77494,26.04471324,28.03696231,11.05807049,21.71324868,9.281265042,-10.75338017,39.54927304,2,2026,0.8660254038,0.5
03,Clothing and Footwear,2026-02-01,178.3985098,3.152366104,3.152366104,12.88696575,15.25497474,-15.96097173,4.060322919,17.37932813,0.7565268728,11.90381438,2,2026,0.8660254038,0.5
04,"Housing, Water, Electricity, Gas and Other Fuels",2026-02-01,248.8688719,-14.09411416,-14.09411416,-1.100689656,-4.973916215,2.526403938,-1.182733978,3.750833114,-9.107655753,35.93809558,2,2026,0.8660254038,0.5
05,"Furnishings, Household Equipment and Routine Houshold Maintenance",2026-02-01,111.0151673,-0.606720969,-0.606720969,-0.6384709768,-5.692729687,-19.86288119,-8.731360617,9.965914179,-5.090048096,14.9349107,2,2026,0.8660254038,0.5
06,Health,2026-02-01,183.8819233,0,0,0,0,0,0,0,0,0,2,2026,0.8660254038,0.5
07,Transport,2026-02-01,221.4884398,-8.194061751,-8.194061751,-3.103486878,-38.47549494,-28.34042856,-23.30647013,18.21538613,-12.7349205,20.80913751,2,2026,0.8660254038,0.5
08,Information and Communication,2026-02-01,100.4240071,0,0,0,0,0,0,0,0.03467290373,0.08493092204,2,2026,0.8660254038,0.5
09,"Recreation, Sport, Culture, Gardens and Pets",2026-02-01,132.2039984,0,0,0,0,0,0,0,0,0,2,2026,0.8660254038,0.5
10,Education Services,2026-02-01,102.3959499,0,0,0,0,0,0,0,0,0,2,2026,0.8660254038,0.5
11,Resturants and Accomodation Services,2026-02-01,107.6485228,0,0,-0.8575502774,3.646167423,0,0.9295390486,2.391422258,0.4647695243,1.595861215,2,2026,0.8660254038,0.5
12,Insurance and Financial Services,2026-02-01,98.52503875,-0.1596645015,-0.1596645015,-0.3424349794,-0.1905749826,-0.1019218001,-0.2116439207,0.1216329415,-0.1770070851,0.1785942483,2,2026,0.8660254038,0.5
13,"Personal Care, Social Protection and Miscellaneous Goods and Services",2026-02-01,127.6657078,-2.486228689,-2.486228689,3.832972616,-1.480742342,-4.604365303,-0.7507116766,4.265779691,-6.542481359,12.67805315,2,2026,0.8660254038,0.5
